CLIENTNUM,Customer_Age,Gender,Marital_Status,Dependent_count,Education_Level,Income_Category,cluster,segment,profile_description,Card_Category,recommended_card,upgrade_flag,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Revolving_Bal
717095733,48,F,Unknown,4,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4284,69,0.784,2517
813338733,47,F,Single,3,Unknown,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4477,82,0.235,1382
787536933,44,F,Single,3,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4768,80,0.0,0
809809008,47,F,Married,5,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4570,68,0.495,1541
719446833,58,F,Married,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4214,83,0.547,1532
720570333,48,F,Married,3,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4786,81,0.608,1163
815308683,46,M,Married,3,College,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3101,54,0.047,887
717775608,51,M,Unknown,2,Post-Graduate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4850,80,0.408,1970
710656683,50,F,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4442,64,0.813,1614
768390708,47,M,Single,2,Unknown,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4006,68,0.395,1136
713263758,53,F,Single,1,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5085,78,0.864,1997
754564308,46,F,Married,3,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3601,66,0.804,2126
827890758,39,F,Single,1,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3785,63,0.631,1302
779945508,50,F,Married,1,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3808,81,0.536,1881
720807183,55,M,Single,2,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3281,63,0.061,916
715844733,45,M,Married,5,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4596,71,0.403,877
712332183,42,M,Single,3,College,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3934,74,0.03,895
790123983,50,F,Single,2,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4297,88,0.703,2090
716860233,51,F,Married,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4124,87,0.086,701
714678408,48,F,Married,4,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4727,83,0.749,1983
713645883,37,F,Single,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5202,88,0.791,1486
718622658,45,M,Single,4,High School,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4472,86,0.107,1696
710641008,44,F,Single,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2473,56,0.0,0
718547358,60,F,Unknown,2,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3863,69,0.65,1740
716177583,58,F,Single,1,Post-Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4722,89,0.0,0
713417433,42,M,Single,2,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4496,77,0.0,0
713043183,61,M,Single,0,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4313,84,0.766,1969
718501983,44,M,Married,2,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4682,89,0.188,1117
771790083,43,F,Married,3,Unknown,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Silver,Silver,False,4116,64,0.199,2080
712817808,39,M,Married,2,Graduate,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2045,53,0.328,1561
811697958,50,F,Married,4,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4451,65,0.507,755
817089408,44,M,Married,2,College,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,4413,69,0.092,1754
803406558,30,F,Single,1,Uneducated,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4189,86,0.169,1272
717297708,47,F,Single,1,Graduate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4439,74,0.685,1672
808756458,47,M,Married,3,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3821,83,0.091,1205
780638958,42,F,Divorced,2,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4483,77,0.75,1850
721026033,57,F,Single,1,Unknown,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2673,43,0.491,1258
812493033,44,F,Single,3,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5102,63,0.326,1110
718256658,45,F,Married,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4554,75,0.0,0
711421233,51,M,Single,3,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4969,84,0.213,1513
710335983,57,F,Divorced,0,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4297,64,0.246,869
720108783,60,F,Single,1,Uneducated,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4328,68,0.23,1717
818259558,64,F,Single,0,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3951,79,0.69,1582
708511983,37,M,Married,3,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3950,82,0.0,0
708838908,49,F,Single,3,Unknown,$40K - $60K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3192,61,0.322,1654
793015083,46,F,Married,4,Graduate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4481,77,0.491,1270
821336133,50,F,Single,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3927,60,0.114,996
713905608,56,F,Single,3,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3270,63,0.0,0
779164608,45,F,Married,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4224,77,0.506,1336
714835833,43,M,Divorced,4,High School,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4192,73,0.03,1048
823863033,52,M,Married,2,Unknown,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,4254,73,0.043,1473
713321508,47,F,Single,3,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4579,87,0.598,1175
708992733,50,F,Married,0,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4759,98,0.0,0
716094333,49,M,Single,1,Graduate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2750,57,0.082,1459
778567983,50,F,Single,2,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4512,77,0.0,0
712178883,49,F,Single,2,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3592,79,0.305,1946
717490008,43,M,Divorced,4,Graduate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,4282,52,0.085,1622
718282983,60,M,Unknown,0,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4522,75,0.734,2257
747208083,49,M,Single,4,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4344,68,0.532,1501
719960133,42,M,Single,3,College,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3910,68,0.026,904
711062958,43,M,Single,3,Graduate,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3462,49,0.506,2084
714917583,42,F,Unknown,2,Doctorate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3338,65,0.107,1079
767256933,43,M,Married,5,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4852,85,0.228,598
712568358,47,M,Married,1,High School,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3115,69,0.0,0
789182358,56,M,Single,1,Uneducated,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3991,76,0.08,1414
716989683,56,M,Single,2,Doctorate,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3331,74,0.55,2465
827968383,43,F,Unknown,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4084,70,0.678,2284
788966958,47,F,Married,1,Graduate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4613,86,0.65,2023
756458508,44,M,Single,3,Graduate,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3309,67,0.553,930
714643983,42,F,Married,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4119,73,0.731,2017
711606558,49,F,Married,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4697,83,0.454,866
824155458,48,M,Married,2,High School,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4674,72,0.145,1647
710445183,44,M,Single,5,Doctorate,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4076,60,0.33,2496
813971283,43,M,Married,4,Unknown,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3623,63,0.601,1508
764211033,50,F,Unknown,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4483,87,0.787,2517
721424583,35,F,Married,1,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4237,76,0.469,900
794217108,43,M,Single,2,College,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3694,67,0.094,1348
715339758,64,F,Divorced,1,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4168,64,0.066,1184
709610283,42,F,Single,4,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4544,72,0.0,0
714575208,49,M,Single,5,Doctorate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4192,62,0.404,2002
716758908,46,M,Single,3,Uneducated,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4492,71,0.064,2213
789466008,47,M,Married,5,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3578,75,0.025,612
716635758,38,F,Single,2,Unknown,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4345,68,0.712,2331
771819258,52,M,Married,1,Unknown,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4561,82,0.0,0
713451408,47,M,Divorced,4,High School,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3392,70,0.851,1654
711675108,43,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3956,71,0.537,2189
792864858,47,M,Unknown,4,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2311,58,0.146,834
713009208,54,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4292,66,0.787,1634
772231233,41,F,Married,2,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4250,85,0.334,721
720510333,40,F,Unknown,3,College,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4574,84,0.662,1349
780199233,33,M,Single,2,Doctorate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4478,87,0.074,1102
711700158,47,F,Single,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4384,70,0.392,620
788275083,46,M,Married,3,College,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4678,80,0.111,1719
711406758,48,F,Married,3,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4385,80,0.0,0
821424483,51,F,Single,1,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4242,70,0.0,0
822068583,48,F,Single,4,Uneducated,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3946,48,0.0,0
711371208,50,F,Married,4,College,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4490,68,0.288,1863
788832033,35,M,Unknown,2,High School,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3015,64,0.109,938
713452533,35,F,Single,4,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3427,64,0.0,0
720212508,51,F,Single,1,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3325,76,0.158,697
717825033,50,M,Divorced,0,Unknown,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4509,80,0.459,2499
779926608,50,F,Married,2,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4697,82,0.0,0
710125608,45,F,Single,5,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4756,73,0.582,1558
712724733,31,F,Single,0,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3959,71,0.626,1731
718286658,42,M,Single,3,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,4059,80,0.045,1140
714195108,45,F,Single,2,Post-Graduate,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4077,70,0.663,1796
752573508,45,F,Single,3,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3718,72,0.463,1867
768661758,53,M,Divorced,0,Uneducated,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4919,75,0.067,1752
716093133,38,F,Single,2,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3831,68,0.175,2137
771092433,55,F,Single,2,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4434,67,0.0,0
721514883,38,M,Single,1,Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4657,78,0.069,1147
712971708,43,F,Single,5,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4648,80,0.347,1089
716471508,54,M,Single,2,Unknown,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4350,83,0.0,0
782548758,42,F,Divorced,5,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5668,82,0.623,1288
717389433,62,F,Single,0,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3638,67,0.0,0
714292533,48,F,Married,3,College,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3593,64,0.0,0
709585758,41,M,Single,4,High School,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4004,86,0.0,0
712096758,49,F,Unknown,2,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4504,81,0.122,653
811463283,54,M,Single,0,Graduate,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3283,50,0.062,1389
718146258,51,M,Divorced,2,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3737,71,0.0,0
710779083,59,F,Married,0,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4338,77,0.0,0
709166883,39,F,Single,3,Uneducated,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4121,78,0.0,0
712554183,65,F,Single,2,College,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4070,71,0.24,721
721315233,47,M,Single,4,High School,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3780,70,0.064,1192
714766383,42,M,Single,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4992,77,0.652,1415
714157908,57,F,Married,0,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3795,71,0.638,1515
714588408,51,F,Married,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4446,68,0.0,0
719627133,50,F,Single,1,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3965,59,0.757,2481
714125883,47,M,Married,2,Unknown,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3696,71,0.734,1845
712865583,57,F,Married,5,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3939,69,0.762,2517
779363283,48,M,Single,3,Post-Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4376,86,0.063,784
779224758,47,F,Single,2,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3828,86,0.685,1485
718775808,42,F,Married,3,Unknown,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5153,77,0.17,1319
710267583,45,F,Divorced,3,Doctorate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3914,83,0.065,815
711305208,52,M,Married,2,Unknown,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4354,70,0.074,1088
717531483,37,M,Single,2,High School,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4444,87,0.281,964
711326583,62,F,Single,0,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4274,68,0.0,0
712814658,50,F,Married,0,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4755,82,0.626,1499
710453283,40,F,Single,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4107,82,0.0,0
795266208,39,M,Single,3,College,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4493,79,0.0,0
779090883,42,F,Unknown,2,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3478,64,0.522,1297
712309758,65,M,Single,0,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4351,75,0.086,1201
790112133,47,F,Single,2,Post-Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4388,83,0.628,1647
797238108,49,F,Divorced,4,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3915,74,0.255,824
715588008,45,M,Married,4,College,$80K - $120K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2333,51,0.052,1659
713977308,62,M,Single,1,Graduate,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3820,76,0.06,2061
719059083,45,F,Unknown,3,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4129,71,0.256,1596
771529608,50,M,Married,2,High School,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4538,63,0.096,1027
715776033,46,M,Single,5,Uneducated,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4116,68,0.0,0
778619358,42,F,Single,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4754,79,0.598,860
715717608,41,F,Unknown,4,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4813,86,0.0,0
789204933,65,M,Single,1,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4511,76,0.0,0
713591283,36,F,Married,3,Uneducated,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4389,77,0.65,1404
719344608,46,F,Single,3,Graduate,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4313,72,0.257,1001
787659483,58,F,Married,1,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4223,60,0.557,801
822948708,42,F,Divorced,3,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3108,62,0.271,849
710080383,38,F,Single,2,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4417,69,0.733,1709
715596783,29,F,Married,1,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4333,72,0.605,1146
798773208,46,F,Divorced,4,Unknown,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3691,75,0.053,1406
721412208,57,F,Married,2,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3887,79,0.629,904
708129933,45,F,Single,4,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4210,64,0.745,1544
719703483,47,F,Divorced,1,Doctorate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4646,73,0.505,1367
708290208,43,F,Married,3,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Silver,Silver,False,3118,76,0.087,1190
710431158,52,F,Single,3,Unknown,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3778,70,0.161,1657
816528333,64,F,Single,0,High School,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4546,59,0.427,1115
778760808,52,F,Married,2,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,2008,37,0.221,1862
718025808,61,M,Divorced,0,High School,$60K - $80K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3689,55,0.331,1935
815860008,40,F,Married,3,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,5109,78,0.695,2183
720135333,45,F,Single,5,Graduate,Less than $40K,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,1753,49,0.111,961
821521983,51,F,Single,3,High School,Unknown,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4321,89,0.718,1641
716961933,43,F,Married,2,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4262,70,0.504,1808
712834533,51,F,Single,2,Unknown,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4119,75,0.477,1275
710544033,47,M,Married,2,Unknown,$80K - $120K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4715,78,0.214,2024
710622333,39,F,Single,2,High School,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4386,67,0.821,2258
714277758,40,M,Single,1,High School,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4064,75,0.091,1050
713166333,38,F,Married,2,High School,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4467,73,0.088,1302
778284783,44,M,Married,5,Unknown,$60K - $80K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4617,70,0.709,1979
714721608,38,M,Single,3,Graduate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4190,81,0.097,941
716453883,47,M,Single,5,Unknown,$120K +,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4423,63,0.473,1839
713876958,32,F,Single,0,Unknown,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5036,76,0.06,845
794967408,53,M,Married,3,Post-Graduate,$80K - $120K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3863,74,0.107,975
718697583,45,M,Divorced,3,Graduate,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4073,79,0.0,0
711799458,41,M,Single,4,Graduate,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4544,89,0.223,1452
718005108,44,F,Married,5,College,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3692,68,0.816,1711
717877533,39,F,Single,2,Graduate,$40K - $60K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3761,70,0.0,0
711883833,50,F,Single,1,Uneducated,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4752,88,0.362,665
709627983,56,F,Single,3,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4497,68,0.67,1699
716580933,63,M,Single,0,Uneducated,$40K - $60K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4533,65,0.621,1224
713600958,50,M,Married,1,Unknown,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3647,65,0.06,2076
772248408,40,F,Single,3,Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,3366,56,0.68,1833
720196158,48,M,Single,3,Unknown,$60K - $80K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3350,67,0.0,0
710912733,44,F,Married,1,Uneducated,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4590,91,0.902,1762
712860858,56,F,Unknown,2,Graduate,Unknown,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,4943,70,0.0,0
797169633,41,M,Single,4,Graduate,$120K +,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,3127,51,0.024,825
709922508,40,F,Married,4,Unknown,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,5207,79,0.0,0
712802733,45,F,Divorced,4,High School,Less than $40K,0,Barnacle,"Low spend, low utilization - re-activation target",Blue,Blue,False,2965,70,0.125,685
716981358,40,F,Married,2,Post-Graduate,Less than $40K,1,Whale,"High spend, high utilization - revenue driver",Blue,Silver,True,4858,73,0.447,941
758787333,52,M,Unknown,3,Uneducated,$120K +,2,Shark,"Low spend, high utilization - credit reliant",Blue,Blue,False,3880,68,0.133,2404
